Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Discounts ($),Promotions and others ($),Unrounded subtotal ($),Subtotal ($),Percent change in subtotal compared to previous period
Networking,E505-1604-58F8,Networking Cloud VPN Tunnel Asiaeast1,8E6F-9232-141C,"2,687.479",hour,134.37,-18.81,0.00,0.00,115.560970,115.56,-10%
Networking,E505-1604-58F8,Networking Cloud VPN Tunnel Uswest1,316F-5CCA-0A5C,"2,687.479",hour,134.37,-18.81,0.00,0.00,115.560966,115.56,-10%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions CPU Allocation Time in us-central1,AD70-830E-0384,"5,527,835.462",second,132.67,-18.57,-4.27,0.00,109.820810,109.82,8%
Networking,E505-1604-58F8,Networking Cloud Armor Rule,A321-89BD-F5BC,120.977,month,120.92,-16.93,0.00,0.00,103.989076,103.99,0%
Cloud Monitoring,58CD-E7C3-72CA,Prometheus Samples Ingested,A4E4-DF03-CDB6,"1,987,795,882",Samples,119.26,-16.70,0.00,0.00,102.559048,102.56,-36%
BigQuery,24E6-581D-38E5,Active Physical Storage (US),901F-36D9-3005,"2,996.389",gibibyte month,119.23,-16.69,0.00,0.00,102.541923,102.54,-12%
Cloud Run,152E-C115-5142,CPU Allocation Time,4856-B847-F1EB,"4,857,183.397",second,116.57,-16.32,-2.60,0.00,97.653398,97.65,-10%
Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to North America,15AE-8E35-C42B,"1,394.16",gibibyte,111.52,-15.61,0.00,0.00,95.902385,95.90,-15%
Notebooks,D73B-5EEA-8215,Workbench Instances CPU for GCE usage - A2 Instance Cores in asia-southeast1,C354-3D8F-80B4,"2,376.8",hour,111.23,-15.57,0.00,0.00,95.658909,95.66,37%
Notebooks,D73B-5EEA-8215,Workbench Instances CPU for GCE usage - A2 Instance Cores in us-central1,4690-A984-60C0,"2,927.647",hour,111.05,-15.55,0.00,0.00,95.507179,95.51,191%
Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - vCPU in APAC,A2C5-D7E7-7B37,"2,688",hour,111.01,-15.54,0.00,0.00,95.472384,95.47,-10%
Compute Engine,6F81-5844-456A,Commitment v1: E2 Cpu in Americas for 1 Year,F0E3-4F53-A0FB,"8,057.933",hour,110.73,-15.50,0.00,0.00,95.223900,95.22,-10%
Artifact Registry,149C-F9EC-3994,Artifact Registry Network Internet Egress North America to North America,108E-9EAE-92D9,"1,202.73",gibibyte,126.29,-31.57,0.00,0.00,94.714408,94.71,4%
Notebooks,D73B-5EEA-8215,Workbench Instances RAM for GCE usage - A2 Instance RAM in asia-southeast1,461E-F681-8B76,"16,835.667",gibibyte hour,105.58,-14.78,0.00,0.00,90.798564,90.80,37%
Networking,E505-1604-58F8,Networking Cloud NAT IP Usage,8515-9425-D2CE,"20,827.961",hour,104.13,-14.58,0.00,0.00,89.551778,89.55,-10%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Additional for Hong Kong (asia-east2),C10C-051B-9BAE,"7,390.552",hour,103.47,-14.49,0.00,0.00,88.981809,88.98,-10%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Tokyo (asia-northeast1),A869-FB8F-D3BB,"2,687.87",hour,102.14,-14.30,0.00,0.00,87.837857,87.84,-10%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Americas (multi-region),CBE2-3343-9091,"4,032.21",hour,100.80,-14.11,0.00,0.00,86.690001,86.69,-10%
Anthos Service Mesh,3DAD-B96D-BE09,Service Mesh Clusters,5B7A-29FB-1996,2,month,99.94,-13.99,0.00,0.00,85.948100,85.95,0%
Compute Engine,6F81-5844-456A,Commitment v1: E2 Ram in EMEA for 1 Year,C369-CFFC-6CBC,"47,004.611",gibibyte hour,95.24,-13.33,0.00,0.00,81.903593,81.90,-10%
Cloud Composer,1992-3666-B975,Cloud Composer Compute Memory (us-west1),469C-DAEC-2B72,"18,474.508",gibibyte hour,92.37,-12.93,0.00,0.00,79.439536,79.44,-10%
Compute Engine,6F81-5844-456A,N2 Instance Ram running in Hong Kong,2C8B-C962-467D,"17,860.775",gibibyte hour,105.88,-26.47,0.00,0.00,79.408701,79.41,3%
Compute Engine,6F81-5844-456A,N2 Instance Ram running in Japan,CFB3-624B-6A52,"19,463.652",gibibyte hour,105.47,-26.37,0.00,0.00,79.104824,79.10,12%
Cloud Run,152E-C115-5142,CPU Allocation Time (Always-on CPU) in us-central1,011E-3072-CBDB,"5,040,181.171",second,90.72,-12.70,0.00,0.00,78.021597,78.02,11721%
Compute Engine,6F81-5844-456A,Spot Preemptible N2 Instance Ram running in APAC,741E-C653-D52D,"72,117.892",gibibyte hour,76.88,0.00,0.00,0.00,76.876953,76.88,-4%
Notebooks,D73B-5EEA-8215,Workbench Instances RAM for GCE usage - N1 Instance RAM in asia-east1,C032-DE77-B357,"14,871.45",gibibyte hour,87.55,-12.26,0.00,0.00,75.293667,75.29,-11%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Hong Kong to China,60B1-DEDD-6538,428.146,gibibyte,98.47,-24.62,0.00,0.00,73.849378,73.85,-9%
Compute Engine,6F81-5844-456A,E2 Instance Ram running in Americas,F449-33EC-A5EF,"69,875.167",gibibyte hour,204.28,-51.07,-79.37,0.00,73.833905,73.83,-9%
Compute Engine,6F81-5844-456A,Custom Instance Ram running in Americas,51E2-59BD-7A6E,"26,874.733",gibibyte hour,119.48,-29.87,-17.88,0.00,71.730049,71.73,-10%
Cloud Storage,95FF-2EF5-5EA1,Download Australia,9B2D-2B7D-FA5C,483.466,gibibyte,91.86,-22.96,0.00,0.00,68.893636,68.89,-3%
Cloud Logging,5490-F7B7-8DF6,Vended Logs Storage,376D-A4B0-82E4,313.94,gibibyte,78.48,-10.99,0.00,0.00,67.490287,67.49,-11%
Networking,E505-1604-58F8,Networking Telemetry,D591-959F-0D6C,313.919,gibibyte,78.47,-10.99,0.00,0.00,67.485858,67.49,-11%
Cloud Run,152E-C115-5142,Idle Min-Instance Memory Allocation Time,740D-08F2-7A11,"31,481,940.253",gibibyte second,78.70,-11.02,-0.78,0.00,66.902315,66.90,-10%
Cloud Run,152E-C115-5142,Idle Min-Instance CPU Allocation Time,7EBB-8579-2C98,"31,484,268.753",second,78.71,-11.02,-1.72,0.00,65.966458,65.97,-10%
Compute Engine,6F81-5844-456A,N2 Instance Ram running in Virginia,A96B-6699-99E0,"18,413.256",gibibyte hour,87.85,-21.96,0.00,0.00,65.886939,65.89,12%
Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - RAM in APAC,A80F-08FD-6311,"10,752",gibibyte hour,75.26,-10.54,0.00,0.00,64.727040,64.73,-10%
Compute Engine,6F81-5844-456A,N2D AMD Instance Core running in Americas,A03E-E620-7389,"163,935.873",hour,4508.56,-1127.14,-3318.52,0.00,62.902691,62.90,3%
Cloud Storage,95FF-2EF5-5EA1,Archive Storage South Carolina,03D9-C86E-54F8,"60,257.458",gibibyte month,72.06,-10.09,0.00,0.00,61.970748,61.97,0%
Cloud Storage,95FF-2EF5-5EA1,Autoclass Standard Storage Oregon,7F24-259E-0D44,"3,689.17",gibibyte month,71.00,-9.94,0.00,0.00,61.061475,61.06,-91%
Compute Engine,6F81-5844-456A,E2 Instance Core running in EMEA,9FE0-8F60-A9F0,"16,796.705",hour,403.01,-100.75,-241.62,0.00,60.632976,60.63,-10%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to APAC,3C5D-6A5C-96B1,998.801,gibibyte,79.90,-19.98,0.00,0.00,59.927412,59.93,8%
Compute Engine,6F81-5844-456A,Commitment v1: E2 Ram in Americas for 1 Year,8826-F8CF-0346,"36,260.7",gibibyte hour,66.78,-9.35,0.00,0.00,57.434926,57.43,-10%
Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to Europe,2A8D-245C-0E0B,832.424,gibibyte,66.57,-9.32,0.00,0.00,57.251586,57.25,49%
Compute Engine,6F81-5844-456A,E2 Instance Core running in Japan,EAED-8A05-843B,"2,687.473",hour,75.32,-18.83,0.00,0.00,56.489685,56.49,-10%
Cloud Dataflow,57D6-8E6B-2DE0,RAM Time Streaming Taiwan,8B25-2BDA-B470,"15,114.385",gibibyte hour,63.05,-8.83,0.00,0.00,54.223152,54.22,-10%
Compute Engine,6F81-5844-456A,E2 Instance Core running in Los Angeles,00FD-B743-831B,"2,687.813",hour,70.42,-17.60,0.00,0.00,52.813199,52.81,-10%
Notebooks,D73B-5EEA-8215,Workbench Instances Storage for GCE usage - Standard Persistent Disk in us-central1,84A1-FAD7-2298,"1,199.767",gibibyte month,57.56,-8.06,0.00,0.00,49.504082,49.50,28%
Notebooks,D73B-5EEA-8215,Workbench Instances Storage for GCE usage - Balanced Persistent Disk in asia-southeast1,41B6-F729-6970,433.188,gibibyte month,57.18,-8.01,0.00,0.00,49.174402,49.17,183%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - vCPU in Americas,2C7C-7705-6CE7,672,hour,55.51,-7.77,0.00,0.00,47.736192,47.74,-10%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - vCPU in EMEA,4A83-AFCC-FA43,"1,344",hour,55.51,-7.77,0.00,0.00,47.736192,47.74,-10%
Cloud SQL,9662-B51E-5089,Cloud SQL for SQL Server: Zonal - vCPU in APAC,9CEB-4499-C287,"1,344",hour,55.51,-7.77,0.00,0.00,47.736192,47.74,-10%
Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Standard M1 Taiwan,B77A-B5FE-A145,671.87,gibibyte hour,54.42,-7.62,0.00,0.00,46.801948,46.80,-10%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Japan,9977-2BC5-386A,"1,026.52",gibibyte month,53.37,-7.47,0.00,0.00,45.894697,45.89,11%
Vertex AI,C7E2-9256-1C43,Vertex AI: Online/Batch Prediction Nvidia A100 80gb GPU running in Iowa,72B6-EE31-7A41,11.725,hour,52.96,-7.41,0.00,0.00,45.548968,45.55,New
Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class B Operations,8AE7-5BBD-8F38,"132,241,233",count,52.90,-7.41,0.00,0.00,45.490627,45.49,-6%
Compute Engine,6F81-5844-456A,Small Instance with 1 VCPU running in APAC,1195-456B-30CB,"2,015.605",hour,60.47,-15.12,0.00,0.00,45.350248,45.35,-10%
Compute Engine,6F81-5844-456A,Committed Use Discount Premium for Custom Instance Core running in Taiwan,737F-68C8-A6AA,"63,372.582",hour,52.19,-8.35,0.00,0.00,43.836636,43.84,-12%
Compute Engine,6F81-5844-456A,Committed Use Discount Premium for N2 Custom Instance Core running in Taiwan,1CA9-3C15-EF8C,"63,020.337",hour,51.90,-8.30,0.00,0.00,43.595370,43.60,-10%
Compute Engine,6F81-5844-456A,Static Ip Charge in Japan,7A91-88CA-899A,"3,359.349",hour,50.37,-7.05,0.00,0.00,43.321693,43.32,-10%
Artifact Registry,149C-F9EC-3994,Artifact Registry Network Inter Region Egress Intercontinental (Excl Oceania),F867-73D9-ACCD,716.212,gibibyte,57.29,-14.32,0.00,0.00,42.969792,42.97,69%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Hong Kong,28D0-437A-CEAD,942.56,gibibyte month,46.93,-6.57,0.00,0.00,40.356615,40.36,7%
Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Hong Kong,0CFE-58D2-2D8D,"9,055.53",gibibyte hour,53.68,-13.42,0.00,0.00,40.258953,40.26,-10%
Cloud Storage,95FF-2EF5-5EA1,Coldline Storage Taiwan,A046-92F4-0B64,"9,365.832",gibibyte month,46.75,-6.55,0.00,0.00,40.207765,40.21,71%
Cloud Dataflow,57D6-8E6B-2DE0,Local Disk Time PD Standard Taiwan,54FC-730B-C67B,"846,404.728",gibibyte hour,45.70,-6.40,0.00,0.00,39.301691,39.30,-10%
Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Basic M1 Japan,D516-9D9F-81AF,671.87,gibibyte hour,43.67,-6.11,0.00,0.00,37.557018,37.56,-10%
Vertex AI,C7E2-9256-1C43,Vertex AI: Online/Batch Prediction Nvidia Tesla V100 GPU running in Americas for AI Platform,CA8F-F6DF-ED72,14.663,hour,41.82,-5.85,0.00,0.00,35.963644,35.96,New
Cloud Storage,95FF-2EF5-5EA1,Nearline Data Retrieval,8D92-97F6-DDF3,"4,169.687",gibibyte,41.70,-5.84,0.00,0.00,35.859161,35.86,59%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - Standard storage in APAC,7EAC-0EC7-8136,120,gibibyte month,40.78,-5.71,0.00,0.00,35.071968,35.07,0%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Additional for Tokyo (asia-northeast1),5D09-9123-4D37,"2,687.473",hour,40.31,-5.64,0.00,0.00,34.668111,34.67,-10%
Cloud SQL,9662-B51E-5089,Cloud SQL for SQL Server: Zonal - RAM in APAC,CA0F-44EF-19B2,"5,376",gibibyte hour,37.63,-5.27,0.00,0.00,32.363520,32.36,-10%
Cloud Logging,5490-F7B7-8DF6,Log Retention cost,F4AE-5A52-ACE3,"3,653.619",gibibyte month,36.52,-5.11,0.00,0.00,31.406727,31.41,7%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Hong Kong,7EDC-324D-8320,507.272,gibibyte,40.50,-10.13,0.00,0.00,30.371272,30.37,-9%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - RAM in EMEA,A8F3-9054-7B81,"5,040",gibibyte hour,35.28,-4.94,0.00,0.00,30.340800,30.34,-10%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - RAM in Americas,E33C-229F-2DA2,"2,516.25",gibibyte hour,35.23,-4.93,0.00,0.00,30.295650,30.30,-10%
Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out North America to North America,DDFD-AE42-E219,384.849,gibibyte,40.30,-10.08,0.00,0.00,30.226555,30.23,1%
Compute Engine,6F81-5844-456A,E2 Instance Ram running in Japan,CB4B-B875-93B4,"10,749.893",gibibyte hour,40.19,-10.05,0.00,0.00,30.145757,30.15,-10%
Cloud Run,152E-C115-5142,Memory Allocation Time (Always-on CPU) in us-central1,F6D2-B591-E54F,"17,232,156.871",gibibyte second,34.46,-4.83,0.00,0.00,29.638923,29.64,10121%
Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Basic M1 Belgium,ED04-130F-C092,671.87,gibibyte hour,34.26,-4.80,0.00,0.00,29.467706,29.47,-10%
Cloud Key Management Service (KMS),EE2F-D110-890C,Active software symmetric key versions,E09C-32B3-9AC7,564.417,month,33.82,-4.74,0.00,0.00,29.086378,29.09,2%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to EMEA,DFA5-B5C6-36D6,322.351,gibibyte,38.55,-9.64,0.00,0.00,28.909256,28.91,-36%
Compute Engine,6F81-5844-456A,E2 Instance Ram running in Los Angeles,7785-EEEA-EFBC,"10,751.264",gibibyte hour,37.75,-9.44,0.00,0.00,28.313205,28.31,-10%
Compute Engine,6F81-5844-456A,Committed Use Discount Premium for Custom Instance Ram running in Taiwan,5D33-55A8-1333,"301,962.25",gibibyte hour,33.33,-5.33,0.00,0.00,27.999982,28.00,-13%
Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class B Operations,5BE8-FE77-1C76,"78,505,996",count,31.38,-4.39,0.00,0.00,26.988779,26.99,-6%
Cloud Composer,1992-3666-B975,Small Cloud Composer Environment Fee (asia-east1).,1009-B434-AAEA,71.833,hour,29.45,-4.12,0.00,0.00,25.328212,25.33,-90%
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu Pro 20.04 LTS (Focal Fossa) on VM with up to 1 GPU (GPU cost),3CCE-91C7-ABF9,671.868,hour,23.51,0.00,0.00,0.00,23.514981,23.51,-10%
Vertex AI,C7E2-9256-1C43,Gemini 1.5 Pro Text Output - Predictions,08EC-FFFC-41AF,"21,497,135",count,26.87,-3.76,0.00,0.00,23.107561,23.11,-47%
Compute Engine,6F81-5844-456A,E2 Instance Ram running in EMEA,F268-6CE7-AC16,"56,436.936",gibibyte hour,181.51,-45.38,-113.19,0.00,22.941411,22.94,-9%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - Standard storage in Americas,D65A-D0C3-34F4,75.887,gibibyte month,25.79,-3.61,0.00,0.00,22.179696,22.18,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from EMEA to Americas,A259-FE21-4125,232.577,gibibyte,27.91,-6.98,0.00,0.00,20.931116,20.93,-9%
Notebooks,D73B-5EEA-8215,Workbench Instances Storage for GCE usage - Standard Persistent Disk in asia-east1,B1B2-3AFE-74DE,499.903,gibibyte month,23.98,-3.36,0.00,0.00,20.626280,20.63,0%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Hong Kong (asia-east2),EAB7-980E-756D,671.868,hour,23.51,-3.29,0.00,0.00,20.222817,20.22,-10%
Gemini API,AEFD-7695-64FA,GenerateContent input token count for Gemini 1.5 Flash when input is up to 128k tokens,D8AE-AF3C-415B,"268,681,807",count,20.14,0.00,0.00,0.00,20.137307,20.14,-82%
Cloud Key Management Service (KMS),EE2F-D110-890C,Cryptographic operations with a software symmetric key,3BDA-77FB-678B,"7,701,038",count,23.10,-3.25,0.00,0.00,19.852420,19.85,-8%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Virginia,8AF1-1146-E7DA,514.907,gibibyte month,22.66,-3.17,0.00,0.00,19.483713,19.48,23%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Additional for Northern Virginia (us-east4),C0DC-2B04-3A61,"2,015.605",hour,22.17,-3.10,0.00,0.00,19.067197,19.07,-10%
Compute Engine,6F81-5844-456A,External IP Charge on a Spot Preemptible VM,4AF8-7C1F-39C4,"8,670.51",hour,21.67,-3.03,0.00,0.00,18.639102,18.64,-1%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Los Angeles,BF8D-1C96-EE1C,449.997,gibibyte month,21.59,-3.02,0.00,0.00,18.567591,18.57,0%
Notebooks,D73B-5EEA-8215,Workbench Instances GPU for GCE usage - A100(40 GB) in us-central1,FC22-A489-E54D,6.029,hour,21.23,-2.97,0.00,0.00,18.255907,18.26,-80%
Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Standard storage in APAC,9067-0A43-FDD8,123,gibibyte month,20.90,-2.93,0.00,0.00,17.974278,17.97,5%
SendGrid Email API,2431-6410-693F,Essentials 40K Monthly Subscription,CB4E-2F9F-BB49,1,month,17.95,0.00,0.00,0.00,17.948449,17.95,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Invocations,92DF-0F0E-630F,"54,012,229",count,20.80,-2.91,0.00,0.00,17.884668,17.88,-10%
Vertex AI,C7E2-9256-1C43,  Gemini 1.5 Flash Tuning,8DF4-5A84-5433,"2,488,614",count,19.91,-2.79,0.00,0.00,17.121661,17.12,1141%
Networking,E505-1604-58F8,Regional External Passthrough Network Load Balancer Inbound Data Processing for Tokyo (asia-northeast1),E2A1-5EE9-F2BB,"1,568.131",gibibyte,18.82,-2.63,0.00,0.00,16.182290,16.18,5%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Northern Virginia (us-east4),7CA9-9301-0380,671.868,hour,18.81,-2.63,0.00,0.00,16.178162,16.18,-10%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Los Angeles (us-west2),C0CB-7AC2-B941,671.868,hour,18.48,-2.59,0.00,0.00,15.889259,15.89,-10%
BigQuery,24E6-581D-38E5,Streaming Insert (asia-east1),15CF-A6DA-5F23,"311,206.733",mebibyte,18.05,-2.53,0.00,0.00,15.520993,15.52,-7%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Taiwan (asia-east1),1323-93F5-4A9B,"2,187.565",gibibyte,17.44,-2.45,0.00,0.00,14.993671,14.99,-12%
Cloud SQL,9662-B51E-5089,Cloud SQL for SQL Server: Zonal - Standard storage in APAC,3DCB-8FB3-6969,100,gibibyte month,16.99,-2.38,0.00,0.00,14.613045,14.61,0%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Belgium (europe-west1),5199-D194-B502,671.868,hour,16.80,-2.35,0.00,0.00,14.444750,14.44,-10%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Japan to Americas,9BD3-FF87-6DCB,149.597,gibibyte,17.94,-4.49,0.00,0.00,13.453858,13.45,-12%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from Asia Pacific to North America,27A3-3096-691B,372.195,gibibyte,14.87,-2.08,0.00,0.00,12.790214,12.79,16%
Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Virginia,2026-872A-3AB3,460.356,hour,16.39,-4.10,0.00,0.00,12.293019,12.29,7%
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu Pro 20.04 LTS (Focal Fossa) on VM with 10 to 17 VCPU (CPU cost),386D-5A1A-2C37,671.868,hour,12.14,0.00,0.00,0.00,12.135522,12.14,-10%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Hong Kong to Apac(Excluding Korea and Indonesia),E7D1-5044-4A91,131.771,gibibyte,15.80,-3.95,0.00,0.00,11.851176,11.85,-7%
Compute Engine,6F81-5844-456A,Static Ip Charge in Hong Kong,D74A-C7D6-2027,"1,343.739",hour,13.43,-1.88,0.00,0.00,11.546587,11.55,-10%
Vertex AI,C7E2-9256-1C43,PaLM Chat Bison Input - Predictions,757D-33AD-F7AD,"53,397,864",count,13.35,-1.87,0.00,0.00,11.478940,11.48,-11%
Compute Engine,6F81-5844-456A,Storage PD Snapshot,817F-F5A3-514E,516.543,gibibyte month,25.81,-14.38,0.00,0.00,11.428604,11.43,1%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Memory Allocation Time in us-central1,769A-FA0B-B049,"5,710,153.075",gibibyte second,14.27,-2.00,-0.89,0.00,11.380793,11.38,5%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - Standard storage in Americas,F0A1-2B08-FA36,75,gibibyte month,12.74,-1.78,0.00,0.00,10.959619,10.96,0%
Cloud Run,152E-C115-5142,Memory Allocation Time,02A2-9231-36A6,"4,862,608.85",gibibyte second,12.16,-1.70,-0.12,0.00,10.334983,10.33,-10%
Notebooks,D73B-5EEA-8215,Workbench Instances Storage for GCE usage - Standard Persistent Disk in us-west1,9CAE-6BFD-7241,249.952,gibibyte month,11.99,-1.68,0.00,0.00,10.312704,10.31,0%
Notebooks,D73B-5EEA-8215,Workbench Instances CPU for GCE usage - E2 Instance Cores in asia-east1,3D14-BD0D-531F,391.249,hour,11.86,-1.66,0.00,0.00,10.197322,10.20,-5%
Compute Engine,6F81-5844-456A,Committed Use Discount Premium for E2 Custom Instance Core running in Taiwan,27E5-4D47-8B3E,"20,296.949",hour,11.53,-1.62,0.00,0.00,9.917175,9.92,-3%
Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - APAC Based,9428-46F3-3796,192.049,gibibyte,11.49,-1.61,0.00,0.00,9.878444,9.88,-69%
Vertex AI,C7E2-9256-1C43,PaLM Text Bison Input - Predictions,9F71-180D-2ED0,"42,383,078",count,10.59,-1.48,0.00,0.00,9.110362,9.11,-21%
Compute Engine,6F81-5844-456A,Storage Machine Image,A652-E97D-AB77,204.456,gibibyte month,10.21,-1.43,0.00,0.00,8.783138,8.78,-75%
Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,203.195,gibibyte month,10.15,-1.42,0.00,0.00,8.726261,8.73,0%
Vertex AI,C7E2-9256-1C43,PaLM Text Bison Output - Predictions,BD33-2CFE-7DD8,"19,708,090",count,9.85,-1.38,0.00,0.00,8.472443,8.47,-29%
Vertex AI,C7E2-9256-1C43,Vertex AI: Online/Batch Prediction A2 Instance Ram running in Americas,2DBC-2378-4503,"1,993.203",gibibyte hour,9.71,-1.36,0.00,0.00,8.352170,8.35,New
Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to Oceania,DA37-3BF1-2FEB,87.172,gibibyte,9.59,-1.34,0.00,0.00,8.242963,8.24,-11%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from Asia Pacific to Europe,1BA8-EF91-C6E5,238.3,gibibyte,9.52,-1.33,0.00,0.00,8.184700,8.18,43%
BigQuery,24E6-581D-38E5,Active Logical Storage (asia-east1),C493-D992-4C50,475.626,gibibyte month,9.29,-1.30,0.00,0.00,7.990929,7.99,-30%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Australia,FDBC-6E3B-D4D8,54.47,gibibyte,10.34,-2.59,0.00,0.00,7.755611,7.76,-34%
Compute Engine,6F81-5844-456A,Micro Instance with burstable CPU running in Americas,5CE5-087B-6C3C,"1,343.737",hour,10.21,-2.55,0.00,0.00,7.658774,7.66,-10%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Additional for Los Angeles (us-west2),49E6-2E71-D0E0,671.868,hour,8.06,-1.13,0.00,0.00,6.933274,6.93,-10%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Frankfurt,7A7B-EA46-2897,166.968,gibibyte month,8.01,-1.12,0.00,0.00,6.888610,6.89,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from APAC to EMEA,F91A-E0CA-2AED,76.885,gibibyte,9.18,-2.30,0.00,0.00,6.880831,6.88,-22%
Compute Engine,6F81-5844-456A,Committed Use Discount Premium for N2 Custom Instance Ram running in Taiwan,0BD8-684A-0439,"73,739.508",gibibyte hour,8.14,-1.30,0.00,0.00,6.837461,6.84,-10%
Cloud Composer,1992-3666-B975,Cloud Composer Compute mCPUs (asia-east1),8D72-BEC8-27CB,"148,847.365",hour,7.74,-1.08,0.00,0.00,6.656366,6.66,-90%
Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Virginia,6E2A-DCD9-87ED,"1,726.352",gibibyte hour,8.24,-2.06,0.00,0.00,6.177094,6.18,7%
